Lemma	SF	Analysis	Segmentation	Freq
päällekkäisiltä	päällekkäisiltä	pälekäinen_A-PL-ABL	pälekäis-i-ltä	1
päänkivistystä	päänkivistystä	pä_N-GEN-kivistä_V-DVUS-PTV	pä-n-kivist-ys-tä	1
pääpuoleksi	pääpuoleksi	pä_N-puoli_N-TRA	pä-puole-ksi	1
päärautatieasema	päärautatieasema	pä_N-rauta_N-tie_N-asema_N	pä-rauta-tie-asema	1
pääsykoerumba	pääsykoerumba	päsy_N-koe_N-rumba_N	päsy-koe-rumba	1
päätynee	päätynee	pätyä_V-POTN-SG3	päty-ne-e	1
päätyyppiin	päätyyppiin	pä_N-typi_N-ILL	pä-typi-in	1
päätösprosessiin	päätösprosessiin	pätös_N-prosesi_N-ILL	pätös-prosesi-in	1
pöydällenne	pöydällenne	pöytä_N-AL-2PL	pöydä-le-ne	1
pöytäniemi	pöytäniemi	pöytä_N-niemi_N	pöytä-niemi	1
quijoteksi	quijoteksi	quijote_N-TRA	quijote-ksi	1
raakaainekustannuksissa	raakaainekustannuksissa	raka_A-aine_N-kustanta_V-DVUS-PL-INE	raka-aine-kustan-uks-i-sa	1
raamien	raamien	rami_N-PL-GEN	ram-i-en	1
rahamääräinen	rahamääräinen	raha_N-märäinen_A	raha-märäinen	1
rahankäyttöönsä	rahankäyttöönsä	raha_N-GEN-käytö_N-ILL-3SGPL_nsA	raha-n-käytö-ö-nsä	1
rahasotkut	rahasotkut	raha_N-sotku_N-PL	raha-sotku-t	1
rahastuslaite	rahastuslaite	rahasta_V-DVUS-laite_N	rahast-us-laite	1
raidevälien	raidevälien	raide_N-väli_N-PL-GEN	raide-väl-i-en	1
raidoista	raidoista	raita_N-PL-ELA	raido-i-sta	1
raipparangaistukseen	raipparangaistukseen	raipa_N-rangaista_V-PSPCP2-TRA-3SGPL	raipa-rangais-tu-kse-en	1
raivostuttavalta	raivostuttavalta	raivostua_V-DVTA-PCP1-ABL	raivostu-ta-va-lta	1
rajaviranomainen	rajaviranomainen	raja_N-virka_N-GEN-omainen_N	raja-vira-n-omainen	1
rakastajana	rakastajana	rakasta_V-DVJA-ES	rakasta-ja-na	1
rakennetyöttömyys	rakennetyöttömyys	rakene_N-työ_N-DNTON-DAUS	rakene-työ-töm-ys	1
rakennusluvan	rakennusluvan	rakenta_V-DVUS-lupa_N-GEN	raken-us-luva-n	1
rakennuspuiksi	rakennuspuiksi	rakenta_V-DVUS-pu_N-PL-TRA	raken-us-pu-i-ksi	1
rangaistuspysähdykseen	rangaistuspysähdykseen	rangaistus_N-pysähdys_N-ILL	rangaistus-pysähdykse-en	1
rangaistustulli	rangaistustulli	rangaistus_N-tuli_N	rangaistus-tuli	1
rankkareilla	rankkareilla	rankari_N-PL-ADE	rankare-i-la	1
ranskalaistyylistä	ranskalaistyylistä	ranskalainen_A/N-tyli_N-ELA	ranskalais-tyli-stä	1
rantakurvi	rantakurvi	ranta_N-kurvi_N	ranta-kurvi	1
raportoiden	raportoiden	raportoida_V-INF2-INS	raportoi-de-n	1
raportoinnilla	raportoinnilla	raportoida_V-DVNTI-ADE	raportoi-ni-la	1
raskauttavista	raskauttavista	raskauta_V-PCP1-PL-ELA	raskauta-v-i-sta	1
ratian	ratian	ratia_N-GEN	ratia-n	1
ratkaisuperiaate	ratkaisuperiaate	ratkaista_V-DVU-peri_PFX-ate_N	ratkais-u-peri-ate	1
ratsastusaika	ratsastusaika	ratsasta_V-DVUS-aika_N	ratsast-us-aika	1
rauhallisempaan	rauhallisempaan	rauha_N-DNLINEN-CMP-ILL	rauha-lise-mpa-an	1
rauhanhalua	rauhanhalua	rauha_N-GEN-halu_N-PTV	rauha-n-halu-a	1
rauhankehityksen	rauhankehityksen	rauha_N-GEN-kehitä_V-DVUS	rauha-n-kehit-ykse	1
rauhanturvaajajääkäri	rauhanturvaajajääkäri	rauha_N-GEN-turvata_V-DVJA-jäkäri_N	rauha-n-turva-ja-jäkäri	1
rauhanturvausreissuja	rauhanturvausreissuja	rauha_N-GEN-turvata_V-DVUS-reisu_N-PL-PTV	rauha-n-turva-us-reisu-j-a	1
rauhasten	rauhasten	rauhanen_N-PL-GEN	rauhas-t-en	1
rautatiekääntösillan	rautatiekääntösillan	rauta_N-tie_N-käntö_N-silta_N-GEN	rauta-tie-käntö-sila-n	1
ravintolasi	ravintolasi	ravinto_N-lasi_N-ravintola_N-2SG	ravinto-lasi-ravintola-si	1
ravintolisistä	ravintolisistä	ravinto_N-lisä_N-PL-ELA	ravinto-lis-i-stä	1
reformaatiota	reformaatiota	reformatio_N-PTV	reformatio-ta	1
rehumyynti	rehumyynti	rehu_N-mydä_V-DVNTI	rehu-my-nti	1
rekiajeluihin	rekiajeluihin	reki_N-ajela_V-DVU-PL-ILL	reki-ajel-u-i-hin	1
rekisterinpitäjät	rekisterinpitäjät	rekisteri_N-GEN-pitä_V-DVJA-PL	rekisteri-n-pitä-jä-t	1
rekisteriä	rekisteriä	rekisteri_N-PTV	rekisteri-ä	1
rempseyttä	rempseyttä	rempseä_A-DAUS-PTV	rempse-yt-tä	1
rentouttaa	rentouttaa	rentouta_V-INF1	rentouta-a	1
rentouttamaan	rentouttamaan	rentouta_V-DVMA-ILL	rentouta-ma-an	1
rentoutuneeksi	rentoutuneeksi	rentouta_V-DVU-PCP2-TRA	rentout-u-ne-ksi	1
retkeilyvarusteita	retkeilyvarusteita	retkeilä_V-DVU-varuste_N-PL-PTV	retkeil-y-varuste-i-ta	1
reumaa	reumaa	reuma_N-PTV	reuma-a	1
riippunee	riippunee	ripua_V-POTN-SG3	ripu-ne-e	1
riitaasioista	riitaasioista	rita_N-asia_N-PL-ELA	rita-asio-i-sta	1
rintamasotilastunnusta	rintamasotilastunnusta	rintama_N-sotilas_N-tuntu_N-ELA	rintama-sotilas-tunu-sta	1
rippikirjat	rippikirjat	ripi_N-kirja_N-PL	ripi-kirja-t	1
rippikouluikään	rippikouluikään	ripi_N-koulu_N-ikä_N-ILL	ripi-koulu-ikä-än	1
riskeeraamaan	riskeeraamaan	riskerata_V-DVMA-ILL	riskera-ma-an	1
riskeeraamatta	riskeeraamatta	riskerata_V-DVMA-ABE	riskera-ma-ta	1
riskeerattua	riskeerattua	riskerata_V-PSPCP2-PTV	riskera-tu-a	1
ristiinnaulitsemalla	ristiinnaulitsemalla	ristinaulita_V-DVMA-ADE	ristinaulitse-ma-la	1
rockelämän	rockelämän	rock_N-elämä_N-GEN	rock-elämä-n	1
roju	roju	roju_N	roju	1
rokotetut	rokotetut	rokota_V-PSPCP2-PL	rokote-tu-t	1
rokottamalla	rokottamalla	rokota_V-DVMA-ADE	rokota-ma-la	1
romaaniensa	romaaniensa	romani_N-PL-GEN-3SGPL_nsA	roman-i-e-nsa	1
roolieni	roolieni	roli_N-PL-GEN-1SG	rol-i-e-ni	1
roolihenkilö	roolihenkilö	roli_N-henkilö_N	roli-henkilö	1
roomalaiskirjeen	roomalaiskirjeen	romalainen_A/N-kirje_N-GEN	romalais-kirje-n	1
roomalaiskirjeeseen	roomalaiskirjeeseen	romalainen_A/N-kirje_N-ILL_sIn	romalais-kirje-sen	1
ropinaa	ropinaa	ropista_V-DVNA-PTV	ropi-na-a	1
rotko	rotko	rotko_N	rotko	1
rumemmaksi	rumemmaksi	ruma_A-CMP-TRA	rume-ma-ksi	1
runebergpalkintoa	runebergpalkintoa	runeberg_N-palkinto_N-PTV	runeberg-palkinto-a	1
ruohosipulilla	ruohosipulilla	ruoho_N-sipuli_N-ADE	ruoho-sipuli-la	1
ruokafilosofiani	ruokafilosofiani	ruoka_N-filosofi_N-PTV-1SG	ruoka-filosofi-a-ni	1
ruokapakettien	ruokapakettien	ruoka_N-paketi_N-PL-GEN	ruoka-paket-i-en	1
ruoppauksen	ruoppauksen	ruopata_V-DVUS-GEN	ruopa-ukse-n	1
ruotsalaislehden	ruotsalaislehden	ruotsalainen_A/N-lehti_N-GEN	ruotsalais-lehde-n	1
ruuhka	ruuhka	ruhka_N	ruhka	1
ryppyiseksi	ryppyiseksi	rypyinen_A-TRA	rypyise-ksi	1
rypäälle	rypäälle	ryväs_N-AL	rypä-le	1
ryöppyyn	ryöppyyn	ryöpy_N-ILL	ryöpy-yn	1
räjäytettävä	räjäytettävä	räjäytä_V-PS-PCP1	räjäyte-tä-vä	1
rämältä	rämältä	rämä_A-ABL	rämä-ltä	1
rääpälettä	rääpälettä	räpäle_N-PTV	räpälet-tä	1
röntgenlaitteen	röntgenlaitteen	röntgen_N-laite_N-GEN	röntgen-laite-n	1
röntgensäteillä	röntgensäteillä	röntgen_N-säde_N-PL-ADE	röntgen-säte-i-lä	1
saaliisiin	saaliisiin	salis_N-PL-ILL_sIn	sali-i-sin	1
saalistavan	saalistavan	salis_N-tapa_N-GEN-salista_V-PCP1	salis-tava-n-salista-va	1
saalistikin	saalistikin	salis_N-tiki_N-GEN-salista_V-PAST-kin_CLI	salis-tiki-n-salist-i-kin	1
saastumisongelmat	saastumisongelmat	sastua_V-DVMINEN-ongelma_N-PL	sastu-mis-ongelma-t	1
saastuttamassa	saastuttamassa	sastua_V-DVTA-DVMA-INE	sastu-ta-ma-sa	1
sadeojat	sadeojat	sade_N-oja_N-PL	sade-oja-t	1
sairastuttuani	sairastuttuani	sairanen_N-tutu_A/N-PTV-1SG	sairas-tutu-a-ni	1
saksalaiskirjailijoiden	saksalaiskirjailijoiden	saksalainen_A/N-kirjaila_V-DVJO-PL-GEN	saksalais-kirjaili-jo-i-den	1
saksipotku	saksipotku	saksi_N-potku_N	saksi-potku	1
salamityyppiset	salamityyppiset	salami_N-typinen_A-PL	salami-typise-t	1
salamointia	salamointia	salamoida_V-DVNTI-PTV	salamoi-nti-a	1
samanasteinen	samanasteinen	sama_PRON-GEN-asteinen_A	sama-n-asteinen	1
samppanjapinjansiemenkastiketta	samppanjapinjansiemenkastiketta	sampanja_N-pinja_N-GEN-siemen_N-kastike_N-PTV	sampanja-pinja-n-siemen-kastiket-ta	1
sankarimytologiaa	sankarimytologiaa	sankari_N-mytologia_N-PTV	sankari-mytologia-a	1
sanomalehtitalon	sanomalehtitalon	sanoa_V-DVMA-lehti_N-talo_N-GEN-sanoma_N	sano-ma-lehti-talo-n-sanoma	1
sanoudun	sanoudun	sanoutua_V-SG1	sanoudu-n	1
santamäkivuoren	santamäkivuoren	santa_N-mäki_N-vuori_N-GEN	santa-mäki-vuore-n	1
santarmeille	santarmeille	santarmi_N-PL-AL	santarme-i-le	1
santarmien	santarmien	santarmi_N-PL-GEN	santarm-i-en	1
sarparannan	sarparannan	sarparanta_N-GEN	sarparana-n	1
sarparanta	sarparanta	sarparanta_N	sarparanta	1
satulakatto	satulakatto	satula_N-kato_N	satula-kato	1
saumaa	saumaa	sauma_N-PTV-saumata_V	sauma-a-sauma	1
savilahdentie	savilahdentie	savi_N-lahti_N-GEN-tie_N	savi-lahde-n-tie	1
saviselle	saviselle	savinen_A-AL	savise-le	1
seikaksi	seikaksi	seika_N-TRA	seika-ksi	1
sekaannutaan	sekaannutaan	sekantua_V-PS-PE4	sekanu-ta-an	1
sekajätteiden	sekajätteiden	seka_PFX-jäte_N-PL-GEN	seka-jäte-i-den	1
sekarotuisen	sekarotuisen	seka_PFX-rotuinen_A-GEN	seka-rotuise-n	1
seksualiteetin	seksualiteetin	seksualiteti_N-GEN	seksualiteti-n	1
selkiytymätön	selkiytymätön	selkiytä_V-DVU-DVMATON	selkiyt-y-mätön	1
selvimmillään	selvimmillään	selvä_A-SUP-PL-ADE-3SGPL	selv-im-i-lä-än	1
selviytymistaistelu	selviytymistaistelu	selviytyä_V-DVMINEN-taistela_V-DVU	selviyty-mis-taistel-u	1
selviäisikö	selviäisikö	selvitä_V-COND-kO_CLI	selviä-isi-kö	1
selviämme	selviämme	selvä_A-PL-PTV-1PL-selvitä_V	selv-i-ä-me-selviä	1
seuransa	seuransa	seura_N-3SGPL_nsA	seura-nsa	1
seurojamme	seurojamme	seura_N-PL-PTV-1PL	seuro-j-a-me	1
seurustelet	seurustelet	seurustela_V-SG2	seurustele-t	1
seurustelurinkiin	seurustelurinkiin	seurustela_V-DVU-rinki_N-ILL	seurustel-u-rinki-in	1
shampootiimin	shampootiimin	shampo_N-timi_N-GEN	shampo-timi-n	1
shanghaissa	shanghaissa	shanghai_N-PL-INE-shanghai_N	shangha-i-sa-shanghai	1
sidottuina	sidottuina	sitoa_V-PSPCP2-PL-ES	sido-tu-i-na	1
siimasta	siimasta	sima_N-ELA	sima-sta	1
siirtolaispolitiikkaan	siirtolaispolitiikkaan	sirtolainen_N-politika_N-ILL	sirtolais-politika-an	1
siirtooperaation	siirtooperaation	sirto_N-operatio_N-GEN	sirto-operatio-n	1
siistimmäksi	siistimmäksi	sisti_A-CMP-TRA	sisti-mä-ksi	1
sijoittajasta	sijoittajasta	sijoita_V-DVJA-ELA	sijoita-ja-sta	1
sikanen	sikanen	sikanen_N	sikanen	1
silfverberg	silfverberg	silfverberg_N	silfverberg	1
silfverbergin	silfverbergin	silfverberg_N-GEN	silfverbergi-n	1
sillanpää	sillanpää	sila_N-GEN-pä_N	sila-n-pä	1
sillifileet	sillifileet	sili_N-file_N-PL	sili-file-t	1
sinetti	sinetti	sineti_N	sineti	1
sinilippu	sinilippu	sini_N-lipu_N	sini-lipu	1
sipoossa	sipoossa	sipo_N-INE	sipo-sa	1
sisustuksenkin	sisustuksenkin	sisusta_V-DVUS-GEN-kin_CLI	sisust-ukse-n-kin	1
siveltimen	siveltimen	sivelin_N-GEN	siveltime-n	1
siveltimille	siveltimille	sivelin_N-PL-AL	siveltim-i-le	1
sivuseinät	sivuseinät	sivu_N-seinä_N-PL	sivu-seinä-t	1
skitsofrenia	skitsofrenia	skitsofrenia_N	skitsofrenia	1
skitsofreniapotilaita	skitsofreniapotilaita	skitsofrenia_N-potilas_N-PL-PTV	skitsofrenia-potila-i-ta	1
soijatuotteiden	soijatuotteiden	soida_V-DVJA-tuote_N-PL-GEN-soija_N	soi-ja-tuote-i-den-soija	1
sojoteltavasta	sojoteltavasta	sojota_V-DVELE-PS-PCP1-ELA	sojot-el-ta-va-sta	1
sokerimuurahaisia	sokerimuurahaisia	sokeri_N-murahainen_N-PL-PTV	sokeri-murahais-i-a	1
sokeripitoisuuteen	sokeripitoisuuteen	sokeri_N-pitoinen_A-DAUS-ILL	sokeri-pitois-ute-en	1
sokeritaudilla	sokeritaudilla	sokeri_N-tauti_N-ADE	sokeri-taudi-la	1
sokeroi	sokeroi	sokeroida_V	sokeroi	1
soolotrumpetisti	soolotrumpetisti	solo_N-trumpetisti_N	solo-trumpetisti	1
sopeutuvuudesta	sopeutuvuudesta	sopeuta_V-DVU-PCP1-DAUS-ELA	sopeut-u-v-ude-sta	1
sopimuskorotuksista	sopimuskorotuksista	sopimus_N-korota_V-DVUS-PL-ELA	sopimus-korot-uks-i-sta	1
sopimuspoliittisessa	sopimuspoliittisessa	sopimus_N-politinen_A-INE	sopimus-politise-sa	1
sotainvalidihuoltoa	sotainvalidihuoltoa	sota_N-PL-GEN-validi_A-huolto_N-PTV	sota-i-n-validi-huolto-a	1
sotarikoksista	sotarikoksista	sota_N-rikos_N-PL-ELA	sota-rikoks-i-sta	1
sotarikolliset	sotarikolliset	sota_N-riko_N-DNLINEN-PL	sota-riko-lise-t	1
sotasaaliiksi	sotasaaliiksi	sota_N-salis_N-PL-TRA	sota-sali-i-ksi	1
sotatantereelta	sotatantereelta	sota_N-tantere_N-ABL	sota-tantere-lta	1
sotilasjoukon	sotilasjoukon	sotilas_N-jouko_N-GEN	sotilas-jouko-n	1
sotilaskarkuruuden	sotilaskarkuruuden	sotilas_N-karkurus_N-GEN	sotilas-karkurude-n	1
sotilaspolitiikkaan	sotilaspolitiikkaan	sotilas_N-politika_N-ILL	sotilas-politika-an	1
sotilaspuvut	sotilaspuvut	sotilas_N-puku_N-PL	sotilas-puvu-t	1
sotilassoittokunnasta	sotilassoittokunnasta	sotilas_N-soito_N-kunta_N-ELA	sotilas-soito-kuna-sta	1
sovelluksien	sovelluksien	sovelta_V-DVUS-PL-GEN	sovel-uks-i-en	1
squashtähti	squashtähti	squash_N-tähti_N	squash-tähti	1
stafylokokkibakteereihin	stafylokokkibakteereihin	stafylokoki_N-bakteri_N-PL-ILL	stafylokoki-baktere-i-hin	1
standardikysymyksissä	standardikysymyksissä	standardi_N-kysymys_N-PL-INE	standardi-kysymyks-i-sä	1
steinerkoulun	steinerkoulun	steiner_N-koulu_N-GEN	steiner-koulu-n	1
stipendeistä	stipendeistä	stipendi_N-PL-ELA	stipende-i-stä	1
stspankista	stspankista	sts-panki_N-ELA	sts-panki-sta	1
stsryhmän	stsryhmän	sts-ryhmä_N-GEN	sts-ryhmä-n	1
studioitaan	studioitaan	studio_N-PL-PTV-3SGPL	studio-i-ta-an	1
suhteutetulla	suhteutetulla	suhteuta_V-PSPCP2-ADE	suhteute-tu-la	1
sukkahousuniksejä	sukkahousuniksejä	suka_N-housu_N-niksi_N-PL-PTV	suka-housu-nikse-j-ä	1
sukkasi	sukkasi	suka_N-2SG	suka-si	1
suksifirma	suksifirma	suksi_N-firma_N	suksi-firma	1
suksitehtaan	suksitehtaan	suksi_N-tehdas_N-GEN	suksi-tehta-n	1
sukupuolivalistus	sukupuolivalistus	suku_N-puoli_N-valista_V-DVUS	suku-puoli-valist-us	1
sulkijan	sulkijan	sulkea_V-DVJA-GEN	sulki-ja-n	1
sumea	sumea	sumea_A	sumea	1
suojautumistoimiin	suojautumistoimiin	suojautua_V-DVMINEN-toimi_N-PL-ILL	suojautu-mis-toim-i-in	1
suojele	suojele	suojela_V	suojele	1
suolattuna	suolattuna	suolata_V-PSPCP2-ES	suola-tu-na	1
suoloiksi	suoloiksi	suola_N-PL-TRA	suolo-i-ksi	1
suomalaismenestykseen	suomalaismenestykseen	suomalainen_A/N-menestys_N-ILL	suomalais-menestykse-en	1
suomalaisristeilijöitä	suomalaisristeilijöitä	suomalainen_A/N-ristetä_V-DVILE-DVJO-PL-PTV	suomalais-riste-ili-jö-i-tä	1
suomenruotsalaisia	suomenruotsalaisia	suomi_N-GEN-ruotsalainen_A/N-PL-PTV-suomenruotsalainen_A/N	suome-n-ruotsalais-i-a-suomenruotsalais	1
suomestahan	suomestahan	suomi_N-ELA-hAn_CLI	suome-sta-han	1
surivat	surivat	sura_V-PAST-PL3	sur-i-vat	1
surrun	surrun	sura_V-PSPCP2-GEN	sur-ru-n	1
suunnittelupuolen	suunnittelupuolen	sunitela_V-DVU-puoli_N-GEN	sunitel-u-puole-n	1
suurimittaisesta	suurimittaisesta	suri_A-mitainen_A-ELA	suri-mitaise-sta	1
suusyövistä	suusyövistä	su_N-syödä_V-PCP1-PL-ELA	su-syö-v-i-stä	1
syliisi	syliisi	syli_N-PL	syl-i	1
syntyajoilta	syntyajoilta	synty_N-aika_N-PL-ABL	synty-ajo-i-lta	1
sysmää	sysmää	sysmä_N-PTV	sysmä-ä	1
sytyttämään	sytyttämään	sytyä_V-DVTA-DVMA-ILL	syty-tä-mä-än	1
syväkairaukset	syväkairaukset	syvä_A-kairata_V-DVUS-PL	syvä-kaira-ukse-t	1
syyteharkinta	syyteharkinta	syte_N-harkita_V-DVNTA	syte-harki-nta	1
syömiskäyttäytyminen	syömiskäyttäytyminen	syödä_V-DVMINEN-käytä_V-DVUTU-DVMINEN	syö-mis-käytä-yty-minen	1
syöpäyhdistysten	syöpäyhdistysten	syöpä_N-yhdistä_V-DVUS-PL-GEN	syöpä-yhdist-ys-t-en	1
sädehoidot	sädehoidot	säde_N-hoito_N-PL	säde-hoido-t	1
sädekehänä	sädekehänä	säde_N-kehä_N-ES	säde-kehä-nä	1
säestettiin	säestettiin	säestä_V-PS-PAST-PE4	säeste-t-i-in	1
säestämistä	säestämistä	säestä_V-DVMA-PL-ELA	säestä-m-i-stä	1
sähköautoon	sähköautoon	sähkö_N-auto_N-ILL	sähkö-auto-on	1
sähköhellasta	sähköhellasta	sähkö_N-hela_N-ELA	sähkö-hela-sta	1
sähköliikenne	sähköliikenne	sähkö_N-likene_N	sähkö-likene	1
sähkönsaanti	sähkönsaanti	sähkö_N-GEN-sada_V-DVNTI	sähkö-n-sa-nti	1
sähkösaunan	sähkösaunan	sähkö_N-sauna_N-GEN	sähkö-sauna-n	1
säilytellä	säilytellä	säilyä_V-DVTA-DVELE-PS	säily-t-el-lä	1
säilytyspaikkojakaan	säilytyspaikkojakaan	säilyä_V-DVTA-DVUS-paika_N-PL-PTV-kAn_CLI	säily-t-ys-paiko-j-a-kan	1
särkikalojen	särkikalojen	särki_N-kala_N-PL-GEN	särki-kalo-j-en	1
säteilynäytteen	säteilynäytteen	säteilä_V-DVU-näyte_N-GEN	säteil-y-näyte-n	1
säteilyttämällä	säteilyttämällä	säteilä_V-DVUTA-DVMA-ADE	säteil-ytä-mä-lä	1
sätkynukkeina	sätkynukkeina	sätky_N-GEN-uki_N-PL-ES	sätky-n-uke-i-na	1
säveltäjäneroa	säveltäjäneroa	säveltä_V-DVJA-GEN-ero_N-PTV	säveltä-jä-n-ero-a	1
säähavainto	säähavainto	sä_N-havainto_N	sä-havainto	1
säästöistään	säästöistään	sästö_N-PL-ELA-3SGPL	sästö-i-stä-än	1
säästöpankkiopistolla	säästöpankkiopistolla	sästö_N-panki_N-opisto_N-ADE	sästö-panki-opisto-la	1
säästösummat	säästösummat	sästö_N-suma_N-PL	sästö-suma-t	1
söderholmin	söderholmin	söderholm_N-GEN	söderholmi-n	1
taajamaalueiksi	taajamaalueiksi	tajama_N-alue_N-PL-TRA	tajama-alue-i-ksi	1
taistelukoneiden	taistelukoneiden	taistela_V-DVU-kone_N-PL-GEN	taistel-u-kone-i-den	1
taistelukranaattia	taistelukranaattia	taistela_V-DVU-kranati_N-PTV	taistel-u-kranati-a	1
taivallettiin	taivallettiin	taival_N-leti_N-ILL-taivalta_V-PS-PAST	taival-leti-in-taivale-t-i	1
taivalluksen	taivalluksen	taivalta_V-DVUS-GEN	taival-ukse-n	1
tajuttomaan	tajuttomaan	taju_N-DNTON-ILL	taju-toma-an	1
takaisinmaksuaikaa	takaisinmaksuaikaa	takainen_A-PL-INS-maksu_N-aika_N-PTV	takais-i-n-maksu-aika-a	1
takaisinmaksuna	takaisinmaksuna	takainen_A-PL-INS-maksu_N-ES	takais-i-n-maksu-na	1
talitintin	talitintin	tali_N-tinti_N-GEN	tali-tinti-n	1
talletusvakuutusten	talletusvakuutusten	taleta_V-DVUS-vakuta_V	talet-us-vakut	1
talouskomissiossa	talouskomissiossa	talo_N-usko_N-misio_N-INE-talous_N-komisio_N	talo-usko-misio-sa-talous-komisio	1
talouskomissiota	talouskomissiota	talo_N-usko_N-misio_N-PTV-talous_N-komisio_N	talo-usko-misio-ta-talous-komisio	1
talouspaperit	talouspaperit	talous_N-paperi_N-PL	talous-paperi-t	1
talousuutisissa	talousuutisissa	talous_N-utinen_N-PL-INE	talous-utis-i-sa	1
talvesta	talvesta	talvi_N-ELA	talve-sta	1
talvikengät	talvikengät	talvi_N-kenkä_N-PL	talvi-kengä-t	1
tamilitiikereistä	tamilitiikereistä	tamili_N-tikeri_N-PL-ELA	tamili-tikere-i-stä	1
tamperekuopio	tamperekuopio	tampere_N-kuopio_N	tampere-kuopio	1
tankkeriin	tankkeriin	tankeri_N-ILL	tankeri-in	1
tanskanorjan	tanskanorjan	tanska_N-norja_A-GEN	tanska-norja-n	1
tapaturmaasemalta	tapaturmaasemalta	tapa_N-turma_N-asema_N-ABL-tapaturma_N	tapa-turma-asema-lta-tapaturma	1
tapaukselle	tapaukselle	tavata_V-DVUS-AL	tapa-ukse-le	1
tappiotilastoon	tappiotilastoon	tapio_N-tilasto_N-ILL	tapio-tilasto-on	1
tarinailta	tarinailta	tarina_N-ilta_N	tarina-ilta	1
tarinoillaan	tarinoillaan	tarina_N-PL-ADE-3SGPL	tarino-i-la-an	1
tarjoaisi	tarjoaisi	tarjota_V-COND	tarjoa-isi	1
tarjoavaa	tarjoavaa	tarjota_V-PCP1-PTV	tarjoa-va-a	1
tarjousmenettelyä	tarjousmenettelyä	tarjous_N-menetelä_V-DVU-PTV	tarjous-menetel-y-ä	1
tarkkailumatkan	tarkkailumatkan	tarkata_V-DVILE-DVU-matka_N-GEN	tarka-il-u-matka-n	1
tarttuvaan	tarttuvaan	tartua_V-PCP1-ILL	tartu-va-an	1
tartumme	tartumme	tartua_V-PL1	tartu-me	1
tasaarvoasiamiehelle	tasaarvoasiamiehelle	tasa_PFX-arvo_N-asia_N-mies_N-AL	tasa-arvo-asia-miehe-le	1
tasoittuessa	tasoittuessa	tasoita_V-DVU-INF2-INE	tasoit-u-e-sa	1
tasoituksellisesti	tasoituksellisesti	tasoita_V-DVUS-DNLINEN-MAN	tasoit-ukse-lise-sti	1
tasokkuus	tasokkuus	tasokas_A-DAUS	tasok-us	1
taudinkuvat	taudinkuvat	tauti_N-GEN-kuva_N-PL	taudi-n-kuva-t	1
taustajoukoissa	taustajoukoissa	taus_N-PTV-jouko_N-PL-INE-tausta_N	taus-ta-jouko-i-sa-tausta	1
taustatietona	taustatietona	taus_N-PTV-tieto_N-ES-tausta_N	taus-ta-tieto-na-tausta	1
tautiperintö	tautiperintö	tauti_N-perintö_N	tauti-perintö	1
tavarahuolto	tavarahuolto	tavara_N-huolto_N	tavara-huolto	1
tavaroihinsa	tavaroihinsa	tavara_N-PL-ILL-3SGPL_nsA	tavaro-i-hi-nsa	1
teatterinukkien	teatterinukkien	teateri_N-GEN-uki_N-PL-GEN	teateri-n-uk-i-en	1
teatterisalin	teatterisalin	teateri_N-sali_N-GEN	teateri-sali-n	1
teatteritilat	teatteritilat	teateri_N-tila_N-PL	teateri-tila-t	1
teatterityöntekijät	teatterityöntekijät	teateri_N-työ_N-GEN-tekijä_N-PL	teateri-työ-n-tekijä-t	1
tehdaskiinteistöt	tehdaskiinteistöt	tehdas_N-kinteistö_N-PL	tehdas-kinteistö-t	1
tehdyiksi	tehdyiksi	tehdä_V-PSPCP2-PL-TRA	teh-dy-i-ksi	1
teheraniin	teheraniin	teheran_N-ILL	teherani-in	1
tekaistuun	tekaistuun	tekaista_V-PSPCP2-ILL	tekais-tu-un	1
tekijöineen	tekijöineen	tekijä_N-CMT-3SGPL	tekijö-ine-en	1
telakkayhtiölle	telakkayhtiölle	telaka_N-yhtiö_N-AL	telaka-yhtiö-le	1
television	television	tele_N-visio_N-GEN-televisio_N	tele-visio-n-televisio	1
tenttiajat	tenttiajat	tenti_N-aika_N-PL	tenti-aja-t	1
teoista	teoista	tea_N-PL-ELA	teo-i-sta	1
teollistuneet	teollistuneet	teolista_V-DVU-PCP2-PL	teolist-u-ne-t	1
teollisuudenaloista	teollisuudenaloista	teolinen_A-DAUS-GEN-ala_N-PL-ELA	teolis-ude-n-alo-i-sta	1
terapeuttinenkin	terapeuttinenkin	terapeutinen_A-kin_CLI	terapeutinen-kin	1
terrorismisanan	terrorismisanan	terorismi_N-sana_N-GEN	terorismi-sana-n	1
terroristiryhmä	terroristiryhmä	teroristi_N-ryhmä_N	teroristi-ryhmä	1
terveyspalveluja	terveyspalveluja	terve_A-DAUS-palvela_V-DVU-PL-PTV	terve-ys-palvel-u-j-a	1
terveyspäivän	terveyspäivän	terve_A-DAUS-päivä_N-GEN	terve-ys-päivä-n	1
terästäytyä	terästäytyä	terästäytyä_V-INF1	terästäyty-ä	1
testiaikoja	testiaikoja	testi_N-aika_N-PL-PTV	testi-aiko-j-a	1
tiedenaiset	tiedenaiset	tiede_N-nainen_N-PL	tiede-naise-t	1
tiedetoimittajat	tiedetoimittajat	tiede_N-toimia_V-DVTA-DVJA-PL	tiede-toimi-ta-ja-t	1
