Lemma	SF	Analysis	Segmentation	Freq
pureeko	pureeko	purra_V-SG3-kO_CLI	pure-e-ko	1
purjehtijan	purjehtijan	purjehtia_V-DVJA-GEN	purjehti-ja-n	1
purjehtinut	purjehtinut	purjehtia_V-PCP2	purjehti-nut	1
purkakaa	purkakaa	purkaa_V-IMPV	purka-kaa	1
purkitettuja	purkitettuja	purkittaa_V-PSSPCP2-PL-PTV	purkite-ttu-j-a	1
purrella	purrella	pursi_N-ADE	purre-lla	1
puske	puske	puskea_V	puske	1
puuhiinsa	puuhiinsa	puuha_N-PL	puuh-i	1
puurunkoisiksi	puurunkoisiksi	puu_N-runkoinen_A-PL-TRA	puu-runkois-i-ksi	1
puutarhapalstallaan	puutarhapalstallaan	puu_N-tarha_N-palsta_N-ADE-3SGPL	puu-tarha-palsta-lla-an	1
puutarhatila	puutarhatila	puu_N-tarha_N-tila_N	puu-tarha-tila	1
puutuoteteollisuus	puutuoteteollisuus	puu_N-tuote_N-teollinen_A-DAUUS	puu-tuote-teollis-uus	1
pyhäaikataulujen	pyhäaikataulujen	pyhä_A-aika_A-taulu_N-PL-GEN	pyhä-aika-taulu-j-en	1
pyllyt	pyllyt	pylly_N-PL	pylly-t	1
pyrkimyksillämme	pyrkimyksillämme	pyrkimys_N-PL-ADE-1PL	pyrkimyks-i-llä-mme	1
pyöritetään	pyöritetään	pyöriä_V-DVTTA-PSS-PE4	pyöri-te-tä-än	1
päinvastaiseksi	päinvastaiseksi	pää_N-PL-INS-vastainen_A-TRA-päin	pä-i-n-vastaise-ksi-päin	1
päivitettyjä	päivitettyjä	päivittää_V-PSSPCP2-PL-PTV	päivite-tty-j-ä	1
päivystysvalmiutta	päivystysvalmiutta	päivystää_V-DVUS-valmius_N-PTV	päivyst-ys-valmiut-ta	1
päiväetappeja	päiväetappeja	päivä_N-etappi_N-PL-PTV	päivä-etappe-j-a	1
päiväkirjamerkintöjen	päiväkirjamerkintöjen	päivä_N-kirja_N-merkitä_V-DVNTA-PL-GEN	päivä-kirja-merki-ntö-j-en	1
päivätansseja	päivätansseja	päivä_N-tanssi_N-PL-PTV	päivä-tansse-j-a	1
päivätyökeräyksen	päivätyökeräyksen	päivä_N-työ_N-kerätä_V-DVUS-GEN	päivä-työ-kerä-ykse-n	1
päiväuni	päiväuni	päivä_N-uni_N	päivä-uni	1
pälkähti	pälkähti	pälkähtää_V-PAST	pälkäht-i	1
pälkähtänyt	pälkähtänyt	pälkähtää_V-PCP2	pälkähtä-nyt	1
pärjänneitä	pärjänneitä	pärjätä_V-PCP2-PL-PTV	pärjän-ne-i-tä	1
pätevänä	pätevänä	päteä_V-PCP1-ESS	päte-vä-nä	1
päähenkilöissä	päähenkilöissä	pää_N-henkilö_N-PL-INE	pää-henkilö-i-ssä	1
päähenkilöään	päähenkilöään	pää_N-henkilö_N-PTV-3SGPL	pää-henkilö-ä-än	1
päällekkäisiltä	päällekkäisiltä	päällekkäinen_A-PL-ABL	päällekkäis-i-ltä	1
päänkivistystä	päänkivistystä	pää_N-GEN-kivistää_V-DVUS-PTV	pää-n-kivist-ys-tä	1
pääpuoleksi	pääpuoleksi	pää_N-puoli_N-TRA	pää-puole-ksi	1
päärautatieasema	päärautatieasema	pää_N-rauta_N-tie_N-asema_N	pää-rauta-tie-asema	1
pääsykoerumba	pääsykoerumba	pääsy_N-koe_N-rumba_N	pääsy-koe-rumba	1
päätynee	päätynee	päätyä_V-POTN-SG3	pääty-ne-e	1
päätyyppiin	päätyyppiin	pää_N-tyyppi_N-ILL	pää-tyyppi-in	1
päätösprosessiin	päätösprosessiin	päätös_N-prosessi_N-ILL	päätös-prosessi-in	1
pöydällenne	pöydällenne	pöytä_N-ALL-2PL	pöydä-lle-nne	1
pöytäniemi	pöytäniemi	pöytä_N-niemi_N	pöytä-niemi	1
quijoteksi	quijoteksi	quijote_N-TRA	quijote-ksi	1
raakaainekustannuksissa	raakaainekustannuksissa	raaka_A-aine_N-kustantaa_V-DVUS-PL-INE	raaka-aine-kustann-uks-i-ssa	1
raamien	raamien	raami_N-PL-GEN	raam-i-en	1
rahamääräinen	rahamääräinen	raha_N-määräinen_A	raha-määräinen	1
rahankäyttöönsä	rahankäyttöönsä	raha_N-GEN-käyttö_N-ILL-3SGPL	raha-n-käyttö-ö-nsä	1
rahasotkut	rahasotkut	raha_N-sotku_N-PL	raha-sotku-t	1
rahastuslaite	rahastuslaite	rahastaa_V-DVUS-laite_N	rahast-us-laite	1
raidevälien	raidevälien	raide_N-väli_N-PL-GEN	raide-väl-i-en	1
raidoista	raidoista	raita_N-PL-ELA	raido-i-sta	1
raipparangaistukseen	raipparangaistukseen	raippa_N-rangaista_V-PSSPCP2-TRA-3SGPL	raippa-rangais-tu-kse-en	1
raivostuttavalta	raivostuttavalta	raivostua_V-DVTTA-PCP1-ABL	raivostu-tta-va-lta	1
rajaviranomainen	rajaviranomainen	raja_N-virka_N-GEN-omainen_N	raja-vira-n-omainen	1
rakastajana	rakastajana	rakastaa_V-DVJA-ESS	rakasta-ja-na	1
rakennetyöttömyys	rakennetyöttömyys	rakenne_N-työ_N-DNTON-DAUUS	rakenne-työ-ttöm-yys	1
rakennusluvan	rakennusluvan	rakentaa_V-DVUS-lupa_N-GEN	rakenn-us-luva-n	1
rakennuspuiksi	rakennuspuiksi	rakentaa_V-DVUS-puu_N-PL-TRA	rakenn-us-pu-i-ksi	1
rangaistuspysähdykseen	rangaistuspysähdykseen	rangaistus_N-pysähdys_N-ILL	rangaistus-pysähdykse-en	1
rangaistustulli	rangaistustulli	rangaistus_N-tulli_N	rangaistus-tulli	1
rankkareilla	rankkareilla	rankkari_N-PL-ADE	rankkare-i-lla	1
ranskalaistyylistä	ranskalaistyylistä	ranskalainen_A/N-tyyli_N-ELA	ranskalais-tyyli-stä	1
rantakurvi	rantakurvi	ranta_N-kurvi_N	ranta-kurvi	1
raportoiden	raportoiden	raportoida_V-INF2-INS	raportoi-de-n	1
raportoinnilla	raportoinnilla	raportoida_V-DVNTI-ADE	raportoi-nni-lla	1
raskauttavista	raskauttavista	raskauttaa_V-PCP1-PL-ELA	raskautta-v-i-sta	1
ratian	ratian	ratia_N-GEN	ratia-n	1
ratkaisuperiaate	ratkaisuperiaate	ratkaista_V-DVU-peri_PFX-aate_N	ratkais-u-peri-aate	1
ratsastusaika	ratsastusaika	ratsastaa_V-DVUS-aika_N	ratsast-us-aika	1
rauhallisempaan	rauhallisempaan	rauha_N-DNLLINEN-CMP-ILL	rauha-llise-mpa-an	1
rauhanhalua	rauhanhalua	rauha_N-GEN-halu_N-PTV	rauha-n-halu-a	1
rauhankehityksen	rauhankehityksen	rauha_N-GEN-kehittää_V-DVUS	rauha-n-kehit-ykse	1
rauhanturvaajajääkäri	rauhanturvaajajääkäri	rauha_N-GEN-turvata_V-DVJA-jääkäri_N	rauha-n-turvaa-ja-jääkäri	1
rauhanturvausreissuja	rauhanturvausreissuja	rauha_N-GEN-turvata_V-DVUS-reissu_N-PL-PTV	rauha-n-turva-us-reissu-j-a	1
rauhasten	rauhasten	rauhanen_N-PL-GEN	rauhas-t-en	1
rautatiekääntösillan	rautatiekääntösillan	rauta_N-tie_N-kääntö_N-silta_N-GEN	rauta-tie-kääntö-silla-n	1
ravintolasi	ravintolasi	ravinto_N-lasi_N-ravintola_N-2SG	ravinto-lasi-ravintola-si	1
ravintolisistä	ravintolisistä	ravinto_N-lisä_N-PL-ELA	ravinto-lis-i-stä	1
reformaatiota	reformaatiota	reformaatio_N-PTV	reformaatio-ta	1
rehumyynti	rehumyynti	rehu_N-myydä_V-DVNTI	rehu-myy-nti	1
rekiajeluihin	rekiajeluihin	reki_N-ajella_V-DVU-PL-ILL	reki-ajel-u-i-hin	1
rekisterinpitäjät	rekisterinpitäjät	rekisteri_N-GEN-pitää_V-DVJA-PL	rekisteri-n-pitä-jä-t	1
rekisteriä	rekisteriä	rekisteri_N-PTV	rekisteri-ä	1
rempseyttä	rempseyttä	rempseä_A-DAUS-PTV	rempse-yt-tä	1
rentouttaa	rentouttaa	rentouttaa_V-INF1	rentoutta-a	1
rentouttamaan	rentouttamaan	rentouttaa_V-DVMA-ILL	rentoutta-ma-an	1
rentoutuneeksi	rentoutuneeksi	rentouttaa_V-DVU-PCP2-TRA	rentout-u-nee-ksi	1
retkeilyvarusteita	retkeilyvarusteita	retkeillä_V-DVU-varuste_N-PL-PTV	retkeil-y-varuste-i-ta	1
reumaa	reumaa	reuma_N-PTV	reuma-a	1
riippunee	riippunee	riippua_V-POTN-SG3	riippu-ne-e	1
riitaasioista	riitaasioista	riita_N-asia_N-PL-ELA	riita-asio-i-sta	1
rintamasotilastunnusta	rintamasotilastunnusta	rintama_N-sotilas_N-tuntu_N-ELA	rintama-sotilas-tunnu-sta	1
rippikirjat	rippikirjat	rippi_N-kirja_N-PL	rippi-kirja-t	1
rippikouluikään	rippikouluikään	rippi_N-koulu_N-ikä_N-ILL	rippi-koulu-ikä-än	1
riskeeraamaan	riskeeraamaan	riskeerata_V-DVMA-ILL	riskeeraa-ma-an	1
riskeeraamatta	riskeeraamatta	riskeerata_V-DVMA-ABE	riskeeraa-ma-tta	1
riskeerattua	riskeerattua	riskeerata_V-PSSPCP2-PTV	riskeera-ttu-a	1
ristiinnaulitsemalla	ristiinnaulitsemalla	ristiinnaulita_V-DVMA-ADE	ristiinnaulitse-ma-lla	1
rockelämän	rockelämän	rock_N-elämä_N-GEN	rock-elämä-n	1
roju	roju	roju_N	roju	1
rokotetut	rokotetut	rokottaa_V-PSSPCP2-PL	rokote-tu-t	1
rokottamalla	rokottamalla	rokottaa_V-DVMA-ADE	rokotta-ma-lla	1
romaaniensa	romaaniensa	romaani_N-PL-GEN-3SGPL	romaan-i-e-nsa	1
roolieni	roolieni	rooli_N-PL-GEN-1SG	rool-i-e-ni	1
roolihenkilö	roolihenkilö	rooli_N-henkilö_N	rooli-henkilö	1
roomalaiskirjeen	roomalaiskirjeen	roomalainen_A/N-kirje_N-GEN	roomalais-kirjee-n	1
roomalaiskirjeeseen	roomalaiskirjeeseen	roomalainen_A/N-kirje_N-ILL	roomalais-kirjee-seen	1
ropinaa	ropinaa	ropista_V-DVNA-PTV	ropi-na-a	1
rotko	rotko	rotko_N	rotko	1
rumemmaksi	rumemmaksi	ruma_A-CMP-TRA	rume-mma-ksi	1
runebergpalkintoa	runebergpalkintoa	runeberg_N-palkinto_N-PTV	runeberg-palkinto-a	1
ruohosipulilla	ruohosipulilla	ruoho_N-sipuli_N-ADE	ruoho-sipuli-lla	1
ruokafilosofiani	ruokafilosofiani	ruoka_N-filosofi_N-PTV-1SG	ruoka-filosofi-a-ni	1
ruokapakettien	ruokapakettien	ruoka_N-paketti_N-PL-GEN	ruoka-pakett-i-en	1
ruoppauksen	ruoppauksen	ruopata_V-DVUS-GEN	ruoppa-ukse-n	1
ruotsalaislehden	ruotsalaislehden	ruotsalainen_A/N-lehti_N-GEN	ruotsalais-lehde-n	1
ruuhka	ruuhka	ruuhka_N	ruuhka	1
ryppyiseksi	ryppyiseksi	ryppyinen_A-TRA	ryppyise-ksi	1
rypäälle	rypäälle	ryväs_N-ALL	rypää-lle	1
ryöppyyn	ryöppyyn	ryöppy_N-ILL	ryöppy-yn	1
räjäytettävä	räjäytettävä	räjäyttää_V-PSS-PCP1	räjäyte-ttä-vä	1
rämältä	rämältä	rämä_A-ABL	rämä-ltä	1
rääpälettä	rääpälettä	rääpäle_N-PTV	rääpälet-tä	1
röntgenlaitteen	röntgenlaitteen	röntgen_N-laite_N-GEN	röntgen-laittee-n	1
röntgensäteillä	röntgensäteillä	röntgen_N-säde_N-PL-ADE	röntgen-säte-i-llä	1
saaliisiin	saaliisiin	saalis_N-PL-ILL	saali-i-siin	1
saalistavan	saalistavan	saalis_N-tapa_N-GEN-saalistaa_V-PCP1	saalis-tava-n-saalista-va	1
saalistikin	saalistikin	saalis_N-tikki_N-GEN-saalistaa_V-PAST-kin_CLI	saalis-tiki-n-saalist-i-kin	1
saastumisongelmat	saastumisongelmat	saastua_V-DVMINEN-ongelma_N-PL	saastu-mis-ongelma-t	1
saastuttamassa	saastuttamassa	saastua_V-DVTTA-DVMA-INE	saastu-tta-ma-ssa	1
sadeojat	sadeojat	sade_N-oja_N-PL	sade-oja-t	1
sairastuttuani	sairastuttuani	sairanen_N-tuttu_A/N-PTV-1SG	sairas-tuttu-a-ni	1
saksalaiskirjailijoiden	saksalaiskirjailijoiden	saksalainen_A/N-kirjailla_V-DVJA-PL-GEN	saksalais-kirjaili-jo-i-den	1
saksipotku	saksipotku	saksi_N-potku_N	saksi-potku	1
salamityyppiset	salamityyppiset	salami_N-tyyppinen_A-PL	salami-tyyppise-t	1
salamointia	salamointia	salamoida_V-DVNTI-PTV	salamoi-nti-a	1
samanasteinen	samanasteinen	sama_PRON-GEN-asteinen_A	sama-n-asteinen	1
samppanjapinjansiemenkastiketta	samppanjapinjansiemenkastiketta	samppanja_N-pinja_N-GEN-siemen_N-kastike_N-PTV	samppanja-pinja-n-siemen-kastiket-ta	1
sankarimytologiaa	sankarimytologiaa	sankari_N-mytologia_N-PTV	sankari-mytologia-a	1
sanomalehtitalon	sanomalehtitalon	sanoa_V-DVMA-lehti_N-talo_N-GEN-sanoma_N	sano-ma-lehti-talo-n-sanoma	1
sanoudun	sanoudun	sanoutua_V-SG1	sanoudu-n	1
santamäkivuoren	santamäkivuoren	santa_N-mäki_N-vuori_N-GEN	santa-mäki-vuore-n	1
santarmeille	santarmeille	santarmi_N-PL-ALL	santarme-i-lle	1
santarmien	santarmien	santarmi_N-PL-GEN	santarm-i-en	1
sarparannan	sarparannan	sarparanta_N-GEN	sarparanna-n	1
sarparanta	sarparanta	sarparanta_N	sarparanta	1
satulakatto	satulakatto	satula_N-katto_N	satula-katto	1
saumaa	saumaa	sauma_N-PTV-saumata_V	sauma-a-saumaa	1
savilahdentie	savilahdentie	savi_N-lahti_N-GEN-tie_N	savi-lahde-n-tie	1
saviselle	saviselle	savinen_A-ALL	savise-lle	1
seikaksi	seikaksi	seikka_N-TRA	seika-ksi	1
sekaannutaan	sekaannutaan	sekaantua_V-PSS-PE4	sekaannu-ta-an	1
sekajätteiden	sekajätteiden	seka_PFX-jäte_N-PL-GEN	seka-jätte-i-den	1
sekarotuisen	sekarotuisen	seka_PFX-rotuinen_A-GEN	seka-rotuise-n	1
seksualiteetin	seksualiteetin	seksualiteetti_N-GEN	seksualiteeti-n	1
selkiytymätön	selkiytymätön	selkiyttää_V-DVU-DVMATON	selkiyt-y-mätön	1
selvimmillään	selvimmillään	selvä_A-SUP-PL-ADE-3SGPL	selv-imm-i-llä-än	1
selviytymistaistelu	selviytymistaistelu	selviytyä_V-DVMINEN-taistella_V-DVU	selviyty-mis-taistel-u	1
selviäisikö	selviäisikö	selvitä_V-COND-kO_CLI	selviä-isi-kö	1
selviämme	selviämme	selvä_A-PL-PTV-1PL-selvitä_V	selv-i-ä-mme-selviä	1
seuransa	seuransa	seura_N-3SGPL	seura-nsa	1
seurojamme	seurojamme	seura_N-PL-PTV-1PL	seuro-j-a-mme	1
seurustelet	seurustelet	seurustella_V-SG2	seurustele-t	1
seurustelurinkiin	seurustelurinkiin	seurustella_V-DVU-rinki_N-ILL	seurustel-u-rinki-in	1
shampootiimin	shampootiimin	shampoo_N-tiimi_N-GEN	shampoo-tiimi-n	1
shanghaissa	shanghaissa	shanghai_N-PL-INE-shanghai_N	shangha-i-ssa-shanghai	1
sidottuina	sidottuina	sitoa_V-PSSPCP2-PL-ESS	sido-ttu-i-na	1
siimasta	siimasta	siima_N-ELA	siima-sta	1
siirtolaispolitiikkaan	siirtolaispolitiikkaan	siirtolainen_N-politiikka_N-ILL	siirtolais-politiikka-an	1
siirtooperaation	siirtooperaation	siirto_N-operaatio_N-GEN	siirto-operaatio-n	1
siistimmäksi	siistimmäksi	siisti_A-CMP-TRA	siisti-mmä-ksi	1
sijoittajasta	sijoittajasta	sijoittaa_V-DVJA-ELA	sijoitta-ja-sta	1
sikanen	sikanen	sikanen_N	sikanen	1
silfverberg	silfverberg	silfverberg_N	silfverberg	1
silfverbergin	silfverbergin	silfverberg_N-GEN	silfverbergi-n	1
sillanpää	sillanpää	silla_N-GEN-pää_N	silla-n-pää	1
sillifileet	sillifileet	silli_N-filee_N-PL	silli-filee-t	1
sinetti	sinetti	sinetti_N	sinetti	1
sinilippu	sinilippu	sini_N-lippu_N	sini-lippu	1
sipoossa	sipoossa	sipoo_N-INE	sipoo-ssa	1
sisustuksenkin	sisustuksenkin	sisustaa_V-DVUS-GEN-kin_CLI	sisust-ukse-n-kin	1
siveltimen	siveltimen	sivellin_N-GEN	siveltime-n	1
siveltimille	siveltimille	sivellin_N-PL-ALL	siveltim-i-lle	1
sivuseinät	sivuseinät	sivu_N-seinä_N-PL	sivu-seinä-t	1
skitsofrenia	skitsofrenia	skitsofrenia_N	skitsofrenia	1
skitsofreniapotilaita	skitsofreniapotilaita	skitsofrenia_N-potilas_N-PL-PTV	skitsofrenia-potila-i-ta	1
soijatuotteiden	soijatuotteiden	soida_V-DVJA-tuote_N-PL-GEN-soija_N	soi-ja-tuotte-i-den-soija	1
sojoteltavasta	sojoteltavasta	sojottaa_V-DVELE-PSS-PCP1-ELA	sojot-el-ta-va-sta	1
sokerimuurahaisia	sokerimuurahaisia	sokeri_N-muurahainen_N-PL-PTV	sokeri-muurahais-i-a	1
sokeripitoisuuteen	sokeripitoisuuteen	sokeri_N-pitoinen_A-DAUUS-ILL	sokeri-pitois-uute-en	1
sokeritaudilla	sokeritaudilla	sokeri_N-tauti_N-ADE	sokeri-taudi-lla	1
sokeroi	sokeroi	sokeroida_V	sokeroi	1
soolotrumpetisti	soolotrumpetisti	soolo_N-trumpetisti_N	soolo-trumpetisti	1
sopeutuvuudesta	sopeutuvuudesta	sopeuttaa_V-DVU-PCP1-DAUUS-ELA	sopeut-u-v-uude-sta	1
sopimuskorotuksista	sopimuskorotuksista	sopimus_N-korottaa_V-DVUS-PL-ELA	sopimus-korot-uks-i-sta	1
sopimuspoliittisessa	sopimuspoliittisessa	sopimus_N-poliittinen_A-INE	sopimus-poliittise-ssa	1
sotainvalidihuoltoa	sotainvalidihuoltoa	sota_N-PL-GEN-validi_A-huolto_N-PTV	sota-i-n-validi-huolto-a	1
sotarikoksista	sotarikoksista	sota_N-rikos_N-PL-ELA	sota-rikoks-i-sta	1
sotarikolliset	sotarikolliset	sota_N-rikko_N-DNLLINEN-PL	sota-riko-llise-t	1
sotasaaliiksi	sotasaaliiksi	sota_N-saalis_N-PL-TRA	sota-saali-i-ksi	1
sotatantereelta	sotatantereelta	sota_N-tantere_N-ABL	sota-tanteree-lta	1
sotilasjoukon	sotilasjoukon	sotilas_N-joukko_N-GEN	sotilas-jouko-n	1
sotilaskarkuruuden	sotilaskarkuruuden	sotilas_N-karkuruus_N-GEN	sotilas-karkuruude-n	1
sotilaspolitiikkaan	sotilaspolitiikkaan	sotilas_N-politiikka_N-ILL	sotilas-politiikka-an	1
sotilaspuvut	sotilaspuvut	sotilas_N-puku_N-PL	sotilas-puvu-t	1
sotilassoittokunnasta	sotilassoittokunnasta	sotilas_N-soitto_N-kunta_N-ELA	sotilas-soitto-kunna-sta	1
sovelluksien	sovelluksien	soveltaa_V-DVUS-PL-GEN	sovell-uks-i-en	1
squashtähti	squashtähti	squash_N-tähti_N	squash-tähti	1
stafylokokkibakteereihin	stafylokokkibakteereihin	stafylokokki_N-bakteeri_N-PL-ILL	stafylokokki-bakteere-i-hin	1
standardikysymyksissä	standardikysymyksissä	standardi_N-kysymys_N-PL-INE	standardi-kysymyks-i-ssä	1
steinerkoulun	steinerkoulun	steiner_N-koulu_N-GEN	steiner-koulu-n	1
stipendeistä	stipendeistä	stipendi_N-PL-ELA	stipende-i-stä	1
stspankista	stspankista	sts-pankki_N-ELA	sts-panki-sta	1
stsryhmän	stsryhmän	sts-ryhmä_N-GEN	sts-ryhmä-n	1
studioitaan	studioitaan	studio_N-PL-PTV-3SGPL	studio-i-ta-an	1
suhteutetulla	suhteutetulla	suhteuttaa_V-PSSPCP2-ADE	suhteute-tu-lla	1
sukkahousuniksejä	sukkahousuniksejä	sukka_N-housu_N-niksi_N-PL-PTV	sukka-housu-nikse-j-ä	1
sukkasi	sukkasi	sukka_N-2SG	sukka-si	1
suksifirma	suksifirma	suksi_N-firma_N	suksi-firma	1
suksitehtaan	suksitehtaan	suksi_N-tehdas_N-GEN	suksi-tehtaa-n	1
sukupuolivalistus	sukupuolivalistus	suku_N-puoli_N-valistaa_V-DVUS	suku-puoli-valist-us	1
sulkijan	sulkijan	sulkea_V-DVJA-GEN	sulki-ja-n	1
sumea	sumea	sumea_A	sumea	1
suojautumistoimiin	suojautumistoimiin	suojautua_V-DVMINEN-toimi_N-PL-ILL	suojautu-mis-toim-i-in	1
suojele	suojele	suojella_V	suojele	1
suolattuna	suolattuna	suolata_V-PSSPCP2-ESS	suola-ttu-na	1
suoloiksi	suoloiksi	suola_N-PL-TRA	suolo-i-ksi	1
suomalaismenestykseen	suomalaismenestykseen	suomalainen_A/N-menestys_N-ILL	suomalais-menestykse-en	1
suomalaisristeilijöitä	suomalaisristeilijöitä	suomalainen_A/N-ristetä_V-DVILE-DVJA-PL-PTV	suomalais-riste-ili-jö-i-tä	1
suomenruotsalaisia	suomenruotsalaisia	suomi_N-GEN-ruotsalainen_A/N-PL-PTV-suomenruotsalainen_A/N	suome-n-ruotsalais-i-a-suomenruotsalais	1
suomestahan	suomestahan	suomi_N-ELA-hAn_CLI	suome-sta-han	1
surivat	surivat	surra_V-PAST-PL3	sur-i-vat	1
surrun	surrun	surra_V-PSSPCP2-GEN	sur-ru-n	1
suunnittelupuolen	suunnittelupuolen	suunnitella_V-DVU-puoli_N-GEN	suunnittel-u-puole-n	1
suurimittaisesta	suurimittaisesta	suuri_A-mittainen_A-ELA	suuri-mittaise-sta	1
suusyövistä	suusyövistä	suu_N-syödä_V-PCP1-PL-ELA	suu-syö-v-i-stä	1
syliisi	syliisi	syli_N-PL	syl-i	1
syntyajoilta	syntyajoilta	synty_N-aika_N-PL-ABL	synty-ajo-i-lta	1
sysmää	sysmää	sysmä_N-PTV	sysmä-ä	1
sytyttämään	sytyttämään	syttyä_V-DVTTA-DVMA-ILL	syty-ttä-mä-än	1
syväkairaukset	syväkairaukset	syvä_A-kairata_V-DVUS-PL	syvä-kaira-ukse-t	1
syyteharkinta	syyteharkinta	syyte_N-harkita_V-DVNTA	syyte-harki-nta	1
syömiskäyttäytyminen	syömiskäyttäytyminen	syödä_V-DVMINEN-käyttää_V-DVUTU-DVMINEN	syö-mis-käyttä-yty-minen	1
syöpäyhdistysten	syöpäyhdistysten	syöpä_N-yhdistää_V-DVUS-PL-GEN	syöpä-yhdist-ys-t-en	1
sädehoidot	sädehoidot	säde_N-hoito_N-PL	säde-hoido-t	1
sädekehänä	sädekehänä	säde_N-kehä_N-ESS	säde-kehä-nä	1
säestettiin	säestettiin	säestää_V-PSS-PAST-PE4	säeste-tt-i-in	1
säestämistä	säestämistä	säestää_V-DVMA-PL-ELA	säestä-m-i-stä	1
sähköautoon	sähköautoon	sähkö_N-auto_N-ILL	sähkö-auto-on	1
sähköhellasta	sähköhellasta	sähkö_N-hella_N-ELA	sähkö-hella-sta	1
sähköliikenne	sähköliikenne	sähkö_N-liikenne_N	sähkö-liikenne	1
sähkönsaanti	sähkönsaanti	sähkö_N-GEN-saada_V-DVNTI	sähkö-n-saa-nti	1
sähkösaunan	sähkösaunan	sähkö_N-sauna_N-GEN	sähkö-sauna-n	1
säilytellä	säilytellä	säilyä_V-DVTTA-DVELE-PSS	säily-t-el-lä	1
säilytyspaikkojakaan	säilytyspaikkojakaan	säilyä_V-DVTTA-DVUS-paikka_N-PL-PTV-kAAn_CLI	säily-t-ys-paikko-j-a-kaan	1
särkikalojen	särkikalojen	särki_N-kala_N-PL-GEN	särki-kalo-j-en	1
säteilynäytteen	säteilynäytteen	säteillä_V-DVU-näyte_N-GEN	säteil-y-näyttee-n	1
säteilyttämällä	säteilyttämällä	säteillä_V-DVUTTA-DVMA-ADE	säteil-yttä-mä-llä	1
sätkynukkeina	sätkynukkeina	sätky_N-GEN-ukki_N-PL-ESS	sätky-n-ukke-i-na	1
säveltäjäneroa	säveltäjäneroa	säveltää_V-DVJA-GEN-ero_N-PTV	säveltä-jä-n-ero-a	1
säähavainto	säähavainto	sää_N-havainto_N	sää-havainto	1
säästöistään	säästöistään	säästö_N-PL-ELA-3SGPL	säästö-i-stä-än	1
säästöpankkiopistolla	säästöpankkiopistolla	säästö_N-pankki_N-opisto_N-ADE	säästö-pankki-opisto-lla	1
säästösummat	säästösummat	säästö_N-summa_N-PL	säästö-summa-t	1
söderholmin	söderholmin	söderholm_N-GEN	söderholmi-n	1
taajamaalueiksi	taajamaalueiksi	taajama_N-alue_N-PL-TRA	taajama-alue-i-ksi	1
taistelukoneiden	taistelukoneiden	taistella_V-DVU-kone_N-PL-GEN	taistel-u-kone-i-den	1
taistelukranaattia	taistelukranaattia	taistella_V-DVU-kranaatti_N-PTV	taistel-u-kranaatti-a	1
taivallettiin	taivallettiin	taival_N-letti_N-ILL-taivaltaa_V-PSS-PAST	taival-letti-in-taivalle-tt-i	1
taivalluksen	taivalluksen	taivaltaa_V-DVUS-GEN	taivall-ukse-n	1
tajuttomaan	tajuttomaan	taju_N-DNTON-ILL	taju-ttoma-an	1
takaisinmaksuaikaa	takaisinmaksuaikaa	takainen_A-PL-INS-maksu_N-aika_N-PTV	takais-i-n-maksu-aika-a	1
takaisinmaksuna	takaisinmaksuna	takainen_A-PL-INS-maksu_N-ESS	takais-i-n-maksu-na	1
talitintin	talitintin	tali_N-tintti_N-GEN	tali-tinti-n	1
talletusvakuutusten	talletusvakuutusten	tallettaa_V-DVUS-vakuuttaa_V	tallet-us-vakuut	1
talouskomissiossa	talouskomissiossa	talo_N-usko_N-missio_N-INE-talous_N-komissio_N	talo-usko-missio-ssa-talous-komissio	1
talouskomissiota	talouskomissiota	talo_N-usko_N-missio_N-PTV-talous_N-komissio_N	talo-usko-missio-ta-talous-komissio	1
talouspaperit	talouspaperit	talous_N-paperi_N-PL	talous-paperi-t	1
talousuutisissa	talousuutisissa	talous_N-uutinen_N-PL-INE	talous-uutis-i-ssa	1
talvesta	talvesta	talvi_N-ELA	talve-sta	1
talvikengät	talvikengät	talvi_N-kenkä_N-PL	talvi-kengä-t	1
tamilitiikereistä	tamilitiikereistä	tamili_N-tiikeri_N-PL-ELA	tamili-tiikere-i-stä	1
tamperekuopio	tamperekuopio	tampere_N-kuopio_N	tampere-kuopio	1
tankkeriin	tankkeriin	tankkeri_N-ILL	tankkeri-in	1
tanskanorjan	tanskanorjan	tanska_N-norja_A-GEN	tanska-norja-n	1
tapaturmaasemalta	tapaturmaasemalta	tapa_N-turma_N-asema_N-ABL-tapaturma_N	tapa-turma-asema-lta-tapaturma	1
tapaukselle	tapaukselle	tavata_V-DVUS-ALL	tapa-ukse-lle	1
tappiotilastoon	tappiotilastoon	tappio_N-tilasto_N-ILL	tappio-tilasto-on	1
tarinailta	tarinailta	tarina_N-ilta_N	tarina-ilta	1
tarinoillaan	tarinoillaan	tarina_N-PL-ADE-3SGPL	tarino-i-lla-an	1
tarjoaisi	tarjoaisi	tarjota_V-COND	tarjoa-isi	1
tarjoavaa	tarjoavaa	tarjota_V-PCP1-PTV	tarjoa-va-a	1
tarjousmenettelyä	tarjousmenettelyä	tarjous_N-menetellä_V-DVU-PTV	tarjous-menettel-y-ä	1
tarkkailumatkan	tarkkailumatkan	tarkata_V-DVILE-DVU-matka_N-GEN	tarkka-il-u-matka-n	1
